nba_id,_id,first_name,last_name,team
201949,5bb7cd4bf6fc0cd8aef923a6,James,Johnson,MIA
203910,5bb7cd4bf6fc0cd8aef923a7,Nick,Johnson,SAS
204179,5bb7cd4bf6fc0cd8aef923a8,Omari,Johnson,IND
1626169,5bb7cd4bf6fc0cd8aef923a9,Stanley,Johnson,DET
204020,5bb7cd4bf6fc0cd8aef923aa,Tyler,Johnson,MIA
202325,5bb7cd4bf6fc0cd8aef923ab,Wesley,Johnson,LAC
203130,5bb7cd4bf6fc0cd8aef923ac,Darius,Johnson-Odom,MIN
203999,5bb7cd4bf6fc0cd8aef923ad,Nikola,Jokic,DEN
1627883,5bb7cd4bf6fc0cd8aef923ae,Jalen,Jones,DAL
1627745,5bb7cd4bf6fc0cd8aef923af,Damian,Jones,GSW
1626145,5bb7cd4bf6fc0cd8aef923b0,Tyus,Jones,MIN
201599,5bb7cd4bf6fc0cd8aef923b1,DeAndre,Jordan,DAL
1626163,5bb7cd4bf6fc0cd8aef923b2,Frank,Kaminsky,CHA
202683,5bb7cd4bf6fc0cd8aef923b3,Enes,Kanter,NYK
1629226,5bb7cd4bf6fc0cd8aef923b4,Ismaila,Kane,MEM
202709,5bb7cd4bf6fc0cd8aef923b5,Cory,Joseph,IND
1629186,5bb7cd4bf6fc0cd8aef923b6,Tiwian,Kendley,WAS
1628379,5bb7cd4bf6fc0cd8aef923b7,Luke,Kennard,DET
203077,5bb7cd4bf6fc0cd8aef923b8,Michael,Kidd-Gilchrist,CHA
1627884,5bb7cd4bf6fc0cd8aef923b9,Derrick,Jones Jr.,MIA
1628994,5bb7cd4bf6fc0cd8aef923ba,George,King,PHX
202688,5bb7cd4bf6fc0cd8aef923bb,Brandon,Knight,HOU
1628467,5bb7cd4bf6fc0cd8aef923bc,Maxi,Kleber,DAL
1628995,5bb7cd4bf6fc0cd8aef923bd,Kevin,Knox,NYK
1627788,5bb7cd4bf6fc0cd8aef923be,Furkan,Korkmaz,PHI
1628436,5bb7cd4bf6fc0cd8aef923bf,Luke,Kornet,NYK
2594,5bb7cd4bf6fc0cd8aef923c0,Kyle,Korver,CLE
201585,5bb7cd4bf6fc0cd8aef923c1,Kosta,Koufos,SAC
1628398,5bb7cd4bf6fc0cd8aef923c2,Kyle,Kuzma,LAL
1629066,5bb7cd4bf6fc0cd8aef923c3,Rodions,Kurucs,BKN
1627746,5bb7cd4bf6fc0cd8aef923c4,Skal,Labissiere,SAC
203087,5bb7cd4bf6fc0cd8aef923c5,Jeremy,Lamb,CHA
1627774,5bb7cd4bf6fc0cd8aef923c6,Jake,Layman,POR
203897,5bb7cd4bf6fc0cd8aef923c7,Zach,LaVine,CHI
1627747,5bb7cd4bf6fc0cd8aef923c8,Caris,LeVert,BKN
201584,5bb7cd4bf6fc0cd8aef923c9,Courtney,Lee,NYK
1628388,5bb7cd4bf6fc0cd8aef923ca,TJ,Leaf,IND
1627814,5bb7cd4bf6fc0cd8aef923cb,Damion,Lee,GSW
1629159,5bb7cd4bf6fc0cd8aef923cc,Marcus,Lee,MIA
203458,5bb7cd4bf6fc0cd8aef923cd,Alex,Len,ATL
1627215,5bb7cd4bf6fc0cd8aef923ce,Walter,Lemon Jr.,BOS
202695,5bb7cd4bf6fc0cd8aef923cf,Kawhi,Leonard,TOR
203086,5bb7cd4bf6fc0cd8aef923d0,Meyers,Leonard,POR
202720,5bb7cd4bf6fc0cd8aef923d1,Jon,Leuer,DET
202391,5bb7cd4bf6fc0cd8aef923d2,Jeremy,Lin,ATL
203081,5bb7cd4bf6fc0cd8aef923d3,Damian,Lillard,POR
2733,5bb7cd4bf6fc0cd8aef923d4,Shaun,Livingston,GSW
1629155,5bb7cd4bf6fc0cd8aef923d5,Zach,Lofton,DET
1626172,5bb7cd4bf6fc0cd8aef923d6,Kevon,Looney,GSW
201577,5bb7cd4bf6fc0cd8aef923d7,Robin,Lopez,CHI
201567,5bb7cd4bf6fc0cd8aef923d8,Kevin,Love,CLE
201572,5bb7cd4bf6fc0cd8aef923d9,Brook,Lopez,MIL
1628070,5bb7cd4bf6fc0cd8aef923da,Jordan,Loyd,TOR
200768,5bb7cd4bf6fc0cd8aef923db,Kyle,Lowry,TOR
203564,5bb7cd4bf6fc0cd8aef923dc,Kalin,Lucas,SAC
1627789,5bb7cd4bf6fc0cd8aef923dd,Timothe,Luwawu-Cabarrot,OKC
1629131,5bb7cd4bf6fc0cd8aef923de,Jairus,Lyles,UTA
1628399,5bb7cd4bf6fc0cd8aef923df,Tyler,Lydon,DEN
1626168,5bb7cd4bf6fc0cd8aef923e0,Trey,Lyles,DEN
1629133,5bb7cd4bf6fc0cd8aef923e1,Daryl,Macon,DAL
1629122,5bb7cd4bf6fc0cd8aef923e2,J.P.,Macura,CHA
101133,5bb7cd4bf6fc0cd8aef923e3,Ian,Mahinmi,WAS
202714,5bb7cd4bf6fc0cd8aef923e4,Shelvin,Mack,MEM
1627748,5bb7cd4bf6fc0cd8aef923e5,Thon,Maker,MIL
1626246,5bb7cd4bf6fc0cd8aef923e6,Boban,Marjanovic,LAC
1628374,5bb7cd4bf6fc0cd8aef923e7,Lauri,Markkanen,CHI
202083,5bb7cd4bf6fc0cd8aef923e8,Wesley,Matthews,DAL
201601,5bb7cd4bf6fc0cd8aef923e9,Luc,Mbah a Moute,LAC
1626185,5bb7cd4bf6fc0cd8aef923ea,Jarell,Martin,ORL
1627775,5bb7cd4bf6fc0cd8aef923eb,Patrick,McCaw,GSW
203468,5bb7cd4bf6fc0cd8aef923ec,CJ,McCollum,POR
1628412,5bb7cd4bf6fc0cd8aef923ed,Frank,Mason,SAC
1628999,5bb7cd4bf6fc0cd8aef923ee,Yante,Maten,MIA
204456,5bb7cd4bf6fc0cd8aef923ef,T.J.,McConnell,PHI
